kdrama_name,recommendations
A Beautiful Mind,"['Doctor John', 'Cheese in the Trap', 'Born Again', 'Stranger', 'Hello Monster', 'Good Doctor']"
Doctors,"['Melancholia', 'Doctor Stranger', 'Doctor John', 'Dr. Romantic', 'Descendants of the Sun', 'Search: WWW']"
Here Comes Love,"['Victory For Tomorrow', ""I'll Give You The Stars and The Moon""]"
38 Task Force,"['My Fellow Citizens!', 'Mad Dog', 'Player', 'Bad Guys', 'Hello Monster', 'Leverage']"
28 Faces of the Moon,['Under the Black Moonlight']
You Are a Gift,
Immortal Goddess,['The Odd Family: Zombie on Sale']
Baek Hee Has Returned,"['Was It Love?', 'Angry Mom']"
Lucky Romance,"['She Was Pretty', 'Strong Woman Do Bong Soon', 'Introverted Boss', ""The Master's Sun"", 'Monthly Magazine Home', 'Protect the Boss']"
I'm a Hero,
Under the Black Moonlight,['28 Faces of the Moon']
Let's Make a New Start,
Oh My God! Tip Series 2,
Beautiful Gong Shim,"['Shopping King Louie', 'Strong Woman Do Bong Soon', 'Another Miss Oh', 'Queen of the Ring', 'Oh My Venus', 'My Golden Life']"
Dear My Friends,"['Navillera', 'My Unfamiliar Family', 'Sunny', 'Age of Youth', 'The Light in Your Eyes', 'Hospital Playlist']"
Mirror of the Witch,"['Alchemy of Souls', 'Lovers of the Red Sky', 'Alchemy of Souls Season 2: Light and Shadow', 'Moon Embracing the Sun', 'Goblin', 'Gu Family Book']"
Bong Soon: A Cyborg in Love,"['Borg Mom', 'Q10', 'Zettai Kareshi']"
The Ordinary Life of Ms. 'O'! Season 2,
Working Mom Parenting Daddy,
Do You Know Love?,
What's Your Blood Type?,['I  Can See Your MBTI']
Another Miss Oh,"['Marriage, Not Dating', 'A Business Proposal', 'Dinner Mate', 'You Are My Spring', 'Beautiful Gong Shim', 'Go Go Squid!']"
Good People,
The Unusual Family,['Still Loving You']
The Flower in Prison,"['Grand Prince', 'Empress Ki', 'Jewel in the Palace', 'Queen for Seven Days', 'The Princess Wei Young', ""The King's Daughter, Soo Baek Hyang""]"
The Master of Revenge,"['Bread, Love and Dreams', 'Itaewon Class', 'Monster']"
The Success Story of Novice Shaman Gong,
Entertainer,"['Imitation', 'Shut Up: Flower Boy Band', 'My Lovely Girl', 'Persevere, Goo Hae Ra', 'Beethoven Virus', 'Dream High']"
Hororong Story,
Dramaworld,"['W', 'Extraordinary You', 'Zettai BL ni Naru Sekai VS Zettai BL ni Naritakunai Otoko', 'Good Casting', 'Oh My Grace', 'Dramaworld Season 2']"
Oh My God! Tip,
72 Seconds Season 3,
"My Lawyer, Mr. Jo","['One Dollar Lawyer', 'Good Manager', 'School 2017', 'Woman with a Suitcase', 'Remember: War of the Son']"
The Royal Gambler,"['Rebel: Thief Who Stole the People', 'Liar Game', 'The Emperor: Owner of the Mask', 'The Throne', 'Iljimae']"
Monster,"['Big Man', 'Doubtful Victory', 'City Hunter', 'Glory Jane', 'Beautiful Gong Shim', 'Can You Hear My Heart']"
Tomorrow Boy,"[""What's Up With These Kids!?""]"
Vampire Detective,"['The Ghost Detective', 'Zombie Detective', 'Bad Guys', 'Vampire Prosecutor', 'Vampire Prosecutor 2', 'The K2']"
Memory,"['Memoir of a Murderer', 'The Light in Your Eyes', 'Kazoku Game', 'Welcome 2 Life', 'Navillera', 'Beautiful World']"
Ms. Temper & Nam Jung Gi,"['Jugglers', 'Best Wedding', 'Search: WWW', 'Radiant Office', 'I  Do, I Do', 'Good Manager']"
Click Your Heart,"['7 First Kisses', 'Best Mistake', 'By Stealth Like You', 'Convenience Store Fling', 'Be My Boyfriend', 'Dream Knight']"
"Good-bye, Mr. Black","['Descendants of the Sun', 'Healer', 'The K2', 'Beyond the Clouds', ""The Princess's Man"", 'City Hunter']"
Nightmare Teacher,"['Girl From Nowhere', 'The Clue', 'Remember, Hari', 'All of Us Are Dead', '3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu', 'Sweet Revenge']"
Babysitter,"['Utsukushii Rinjin', 'Drama Special Series Season 1: White Christmas', 'Ms. Perfect']"
Why Do Women Always Get Upset?,
Virtual Excitement,"['Love Me Actually', 'Click Your Heart', 'Drunk in Good Taste']"
Pied Piper,"['Signal', 'Vagabond', 'When a Snail Falls in Love', 'Crisis: Kouan Kidou Sousatai Tokusou-han', 'Money Heist: Korea - Joint Economic Area - Part 1', 'Trap']"
Marriage Contract,"['Scent of a Woman', 'Chocolate', 'Because This Is My First Life', 'Well-Intended Love', 'Nagareboshi', ""Ho Goo's Love""]"
Mrs. Cop Season 2,"['The Girl Who Sees Scents', 'Police University', 'Remember: War of the Son']"
My Little Baby,"['Terius Behind Me', 'Stars Falling From the Sky']"
Legend Hero,"['Kamen Rider Saber', 'Kamen Rider Gaim', 'Chousei Kantai Sazer-X', 'GARO: Versus Road', 'Kamen Rider Ryuki']"
TV Novel: My Mind’s Flower Rain,
Happy Home,"['Red Balloon', ""Love Won't Wait"", ""Wang's Family"", 'I Have a Lover', 'Encounter']"
Rickety Rackety Family,
Descendants of the Sun,"['Crash Landing on You', 'You Are My Hero', 'Healer', 'D-Day', 'W', 'King2Hearts']"
"Please Come Back, Mister","['Mr. Queen', 'Ghost Doctor', '18 Again', 'Abyss', 'Hi Bye, Mama!', 'Miracle That We Met']"
Devil's Diary,
Five Enough,"['My Father Is Strange', 'All About My Mom', 'Once Again', 'Be My Dream Family', 'Young Lady and Gentleman', 'What Happens to My Family?']"
Thumping Spike,"['Thumping Spike 2', 'Sassy Go Go', 'Weightlifting Fairy Kim Bok Joo', 'My Coach', 'To the Beautiful You', 'Project S: SPIKE']"
Choco Bank,"['7 First Kisses', 'Hot and Sweet', 'Panda and Hedgehog', 'The Universe’s Star', 'Andante', 'EXO Next Door']"
"Yeah, That's How It Is","['Life Is Beautiful', 'What Happens to My Family?']"
Time of Miracle: Loss Time,['Loss:Time:Life']
The Promise,"['Second Husband', 'Home for Summer', ""Don't Hesitate"", 'Unknown Woman', 'Yellow Boots', 'Mysterious Personal Shopper']"
Webtoon Hero - Tundra Show Season 2,
Ready for Start - Vol. 1,"['Mr. Nietzsche in the Convenience Store', 'Super Family']"
Local Hero,"['Itaewon Class', '38 Task Force', 'Two Cops', 'The Fiery Priest', 'City Hunter', 'Healer']"
Signal,"['Tunnel', 'Voice', 'Hello Monster', 'Special Affairs Team TEN', 'To Get Unstuck in Time', 'Life on Mars']"
Madame Antoine,"['Lucky Romance', ""It's Okay, That's Love"", 'Tempted', 'I Need Romance Season 3', 'Liar Game', 'Heart to Heart']"
At First Sight,
One More Happy Ending,"['Drunken to Love You', 'Age of Youth', ""A Gentleman's Dignity"", 'One Spring Night', 'I Need Romance', ""Dal Ja's Spring""]"
The Ordinary Life of Ms. 'O'!,
Only Boy,
Deux Yeoza,"['Higuma', 'Friendshit', 'Cote d’Azur No.10']"
Moorim School,"['Super Star Academy', 'Hi! School - Love On', 'Kill Me, Heal Me', 'Rakshasa Street', 'Run Towards Tomorrow', 'The Great Shaman Ga Doo Shim']"
Kiss Me If You Can,
Cheese in the Trap,"['My ID Is Gangnam Beauty', 'True Beauty', 'Love O2O', 'Nevertheless,', 'Just Between Lovers', 'Because This Is My First Life']"
The Cravings Season 2,['Eating Existence']
My Son-In-Law's Woman,
Jang Young Shil,"['The Great King, Sejong', 'Splash Splash LOVE', 'Hur Jun, the Original Story', 'The Kingdom of the Winds']"
I've Got My Eye on You,
Banana Actually,"['Banana Actually 2', '72 Seconds']"
Welcome to My Lab,
Lily Fever,"['I Just Slept', 'Transit Girls', 'YYY', 'Yuri Dano Kan Dano']"
Witch's Castle,
The 1km Distance Between Us,['Love Alarm']
Cheers to Me,"['All the Liquors', 'Late Night Restaurant']"
Remember: War of the Son,"['Punch', 'Defendant', 'Find Me in Your Memory', 'Vincenzo', 'I Hear Your Voice', 'Healer']"
The Dearest Lady,
Imaginary Cat,"['The Cat Funeral', 'You and Me', ""Cat's Bar"", 'How to Break up with My Cat', 'If Cats Disappeared From the World']"
"Sweet, Savage Family",['Bad Family']
Oh My Venus,"['200 Pounds Beauty', 'Birth of a Beauty', 'Love O2O', 'Beautiful Gong Shim', 'Hometown Cha-Cha-Cha', 'Run On']"
"Idol, Protect The World",
High-end Crush,"['Something About 1 Percent', ""Go Ho's Starry Night"", 'Protect the Boss', 'Shopping King Louie', 'Falling for Innocence', ""The Master's Sun""]"
Eating Existence,"['The Cravings', 'The Cravings Season 2']"
Love Detective Sherlock K,
Beautiful You,['Love and Secret']
Riders: Catch Tomorrow,"['Modern Farmer', 'Cheese in the Trap']"
Reply 1988,"['Hospital Playlist', 'Prison Playbook', 'Reply 1997', 'Twenty-Five Twenty-One', 'Go Ahead', 'A River Runs Through It']"
Delicious Love,
Missing Korea,"['Dr. Ian', 'Miss Korea ']"
The Secret Message,"['Friends', 'Hyunhaetan Marriage War', 'Looking Forward to Romance', 'Aozora no Tamago', 'Tsuki ni Inoru Piero']"
"Sweet Home, Sweet Honey",['To the Beautiful You']
The Flatterer,"['Chasing', 'Asuko March!', 'KO One']"
Victory For Tomorrow,['Here Comes Love']
Heroes,
You Will Love Me,
She Is 200 Years Old,"['The Beauty Inside', 'Love for a Thousand More']"
Bubblegum,"['In Time With You', 'Soundtrack #1', 'Fight for My Way', 'The Evolution of Our Love', 'Warm and Cozy', ""I Don't Love You Yet""]"
Falling for Do Jeon,
Awl,"['Misaeng: Incomplete Life', 'The Running Mates: Human Rights', 'Stranger', 'Cart']"
Detective Alice,
Exactly What’s Going On?,['Porn Prom Onlaweng']
The Village: Achiara's Secret,"['Save Me', ""The Master's Sun"", 'Bride of the Century', ""God's Gift: 14 Days"", 'Mistress', 'Gannibal']"
Because It's the First Time,"['Age of Youth', 'Reply 1988', 'My First First Love', 'Shut Up: Flower Boy Band', 'Hit the Top']"
Six Flying Dragons,"['Tree With Deep Roots', 'Moon Lovers: Scarlet Heart Ryeo', 'Nirvana in Fire', 'Jumong', 'Rebel: Thief Who Stole the People', 'Queen Seon Duk']"
Sassy Go Go,"['Who Are You: School 2015', 'School 2017', 'Heartstrings', 'School 2013', 'Weightlifting Fairy Kim Bok Joo', 'Angry Mom']"
Alchemist,"['I Order You', 'Surplus Princess', 'Thumping Spike 2']"
Sweet Temptation,
Glamorous Temptation,"['East of Eden', 'Bad Thief, Good Thief', 'Mask']"
9 Seconds: Eternal Time,"['Au Revoir UFO', 'Two Lights: Relumino', 'Retrospect', 'Oto-na-ri', 'Tatta Hitotsu no Koi', 'The Asadas!']"
Start Love,
The Merchant: Gaekju 2015,"['The Great Merchant', 'Cruel Palace - War of Flowers']"
D-Day,"['Descendants of the Sun', 'Dr. Romantic', 'Hospital Ship', 'Life', 'Code Blue', 'The Flaming Heart']"
She Was Pretty,"['Lucky Romance', 'A Business Proposal', 'True Beauty', 'Start-Up', 'Me Always You', 'Oh My Ghost']"
Immutable Law of First Love,
Love Cells Season 2,
Mobilize! K-Cop,
My Daughter Geum Sa Wol,"['Her Legend', ""Fashion 70's"", 'Feast of the Gods', 'Come! Jang Bo Ri', 'Twinkle Twinkle']"
Mom,
All is Well,
TV Novel: The Stars are Shining,"['Come! Jang Bo Ri', 'All About My Mom']"
Twenty Again,"['Angry Mom', 'Navillera', 'Thirty But Seventeen', 'Go Back Couple', 'Queen of Reversals', 'My ID Is Gangnam Beauty']"
A Model Student,
Cheo Yong Season 2,"['The Five', 'Drama Special Series Season 3: Sirius', 'Dr. Frost', 'Soul', 'Gap Dong', 'Signal']"
"Noble, My Love","['Something About 1 Percent', 'My Secret Romance', 'Well-Intended Love', ""Go Ho's Starry Night"", 'I Hear You', 'W']"
I Have a Lover,"['Secret', 'Cunning Single Lady', 'Because of Meeting You', 'Nice Witch', 'Undercover', 'One the Woman']"
To Be Continued,"['Moorim School', 'Hi! School - Love On', 'Astro OK Ready!', 'Page Turner', 'Dream Knight', 'After School: Lucky or Not']"
The Eccentric Daughter-in-Law,"['Erai Tokoro ni Totsuide Shimatta!', 'One More Happy Ending', 'Smile, You', 'Hanayome wa Yakudoshi!']"
All About My Mom,"['What Happens to My Family?', 'Five Enough', 'Mother of Mine', 'My Father Is Strange', 'Once Again', 'TV Novel: The Stars are Shining']"
Ugly Miss Young Ae Season 14,
Yong Pal,"['The K2', 'Doctor Stranger', 'The Innocent Man', 'Healer', 'Young Black Jack', 'D-Day']"
Mrs. Cop,"['Remember: War of the Son', 'Police University', 'The Guardians', ""God's Gift: 14 Days""]"
Webtoon Hero - Tundra Show,
Last,"[""A Man's Story"", 'The Scam', 'Cruel City', ""Money's Warfare"", 'Big Man', 'Golden Cross']"
72 Seconds Season 2,
Assembly,['Designated Survivor: 60 Days']
Loss:Time:Life,"['Goblin', 'Time of Miracle: Loss Time']"
The Scholar Who Walks the Night,"['Arang and the Magistrate', 'Gu Family Book', 'My Roommate Is a Gumiho', 'Lovers of the Red Sky', 'Love in the Moonlight', 'Bulgasal: Immortal Souls']"
I Order You,"[""Let's Eat"", 'Warm and Cozy', 'Pasta', 'Alchemist', 'Another Miss Oh', 'Oh My Ghost']"
Late Night Restaurant,"['Midnight Foodstore', 'Gloomy Salad Days', 'The Lover', 'Cheers to Me']"
Oh My Ghost,"['Bring It On, Ghost', ""The Master's Sun"", 'Coffee Prince', 'Hi Bye, Mama!', 'Kill Me, Heal Me', '49 Days']"
Yoo Mi's Room,
We Broke Up,"['Love for a Thousand More', 'Dr. Ian', 'One More Time', 'Monstar']"
The Time We Were Not in Love,"['Love Is for Suckers', ""I Don't Love You Yet"", 'In Time With You', 'The Evolution of Our Love', '20th Century Boy and Girl', 'Romance Is a Bonus Book']"
Hello Monster,"['The Smile Has Left Your Eyes', 'Love Me If You Dare', 'Signal', 'Memorist', 'Suspicious Partner', 'Gap Dong']"
My Mother Is a Daughter-In-Law,
My Beautiful Bride,"['Cruel City', 'Kairos', ""God's Gift: 14 Days"", 'Bad Guys: City of Evil', 'Golden Cross', 'Duel']"
Romance Blue,
Hidden Identity,"['Signal', 'Cruel City', 'Bad Guys', 'Cold Eyes']"
Girls' Love Story,
Great First Wives,
High Society,"['A Business Proposal', 'The Heirs', 'Tempted', ""Autumn's Concerto"", 'Can We Get Married?', 'Creating Destiny']"
Prince's Prince,"['Boy Meets Boy', 'The Lover']"
The Return of Hwang Geum Bok!,
Oh! Grandmas,
My Love Eun Dong,"['When My Love Blooms', ""Autumn's Concerto"", 'Here to Heart', 'Come and Hug Me', 'Never Gone', 'Jai Rao']"
The Man in the Mask,"['Healer', 'City Hunter', 'Bad Thief, Good Thief']"
A Daughter Just Like You,"['Dear Mom', 'Sisters-in-Law', 'Mother of Mine', 'Glorious Day', 'Save the Family', 'Protect the Boss']"
Love of Eve,
The Producers,"['Sh**ting Stars', 'Hit the Top', 'Love Is for Suckers', 'The King of Dramas', 'Hospital Playlist', 'Our Beloved Summer']"
Orange Marmalade,"['I Cannot Hug You', 'Beautiful Vampire', 'The Scholar Who Walks the Night', 'Vampire in Love', 'My Amazing Boyfriend', 'Blood']"
Warm and Cozy,"['Hometown Cha-Cha-Cha', 'W.H.Y.', 'Oh My Ghost', 'Personal Taste', 'One Sunny Day', 'Heartstrings']"
72 Seconds,['Banana Actually']
Save the Family,"['Cheer Up, Mr. Kim!', 'A Daughter Just Like You']"
Ex-Girlfriend Club,"['Was It Love?', 'Avengers Social Club', 'Temperature of Love', 'Weightlifting Fairy Kim Bok Joo', 'Positive Physique', 'Thirty-Nine']"
"Hello, Spring",
Summer Love,
Girl of 0AM,"['Love for a Thousand More', 'Mimi']"
A Bird That Doesn't Sing,"['Temptation of Wife', 'Temptation of an Angel', 'Vengeance of the Bride', 'Twinkle Twinkle']"
Who Are You: School 2015,"['Sassy Go Go', 'True Beauty', 'Love Alarm', 'Angry Mom', 'Life', 'Mask']"
Jumping Girl,
Make a Woman Cry,"['Angry Mom', 'Secret', 'Gokusen', 'I Am Legend']"
Divorce Lawyer in Love,"['May It Please the Court', 'Love Marriage', 'Radiant Office', 'Haeundae Lovers', 'Marriage, Not Dating', 'Marry Me, or Not?']"
Splendid Politics,"['Queen Seon Duk', 'Masquerade', 'Shine or Go Crazy', 'The Flower in Prison', 'The Scholar Who Walks the Night', 'Goddess of Fire']"
My Unfortunate Boyfriend,"['Shopping King Louie', 'U-Prince: The Lovely Geologist', ""Ho Goo's Love"", 'Algernon ni Hanataba wo', 'Rak Ork Akard']"
The Superman Age,
EXO Next Door,"['Heart to Heart', ""You're Beautiful"", 'Twenty Years Old', 'So I Married an Anti-Fan', 'Boys Over Flowers', 'Imitation']"
Let's Eat Season 2,"['Drinking Solo', 'Weightlifting Fairy Kim Bok Joo', 'Another Miss Oh', 'Jealousy Incarnate', ""Let's Eat Season 3"", 'She Was Pretty']"
Love on a Rooftop,
Falling for Innocence,"['Cruel City', 'Crazy Love', 'A Tale of Thousand Stars', 'The Spring Day of My Life', 'The Greatest Love', 'Cunning Single Lady']"
The Lover,"['Age of Youth', 'The Boy Next Door', 'Eulachacha Waikiki', ""It's Okay, That's Love"", ""Prince's Prince"", 'Entourage']"
The Girl Who Sees Scents,"['I Hear Your Voice', 'Who Are You', 'Hello Monster', 'Love Me If You Dare', 'Strong Woman Do Bong Soon', 'While You Were Sleeping']"
Dr. Ian,"['Missing Korea', 'We Broke Up', 'Madame Antoine', 'Heart to Heart']"
Missing Noir M,"['Through the Darkness', 'Love Me If You Dare', 'Stranger', 'D.P.', 'Cruel City', 'Special Affairs Team TEN']"
Angry Mom,"['Sassy Go Go', '18 Again', '35 sai no Koukousei', 'Twenty Again', 'Who Are You: School 2015', ""God's Gift: 14 Days""]"
Flower of the Queen,['Tears of Heaven']
Super Daddy Yeol,"['Marriage Contract', 'Uncontrollably Fond', 'Oh My Geum Bi', 'Shopping King Louie', 'Reply 1997', 'Mama']"
TV Novel: In Still Green Days,
Unkind Women,"['20th Century Boy and Girl', 'Plus Nine Boys']"
Heard It Through the Grapevine,"['Prison Playbook', 'My Father Is Strange', 'A Wife’s Credentials', 'SKY Castle', 'New Tales of Gisaeng', 'Rosy Lovers']"
House of Bluebird,['Ugly Alert']
Life Tracker Lee Jae Goo,
Sweet 20,['Twenty Years Old']
Blood,"['Doctor Stranger', 'Dr. Romantic', 'Gu Family Book', 'The Sweet Blood', 'Bulgasal: Immortal Souls', 'Orange Marmalade']"
The Jingbirok: A Memoir of Imjin War,['Tenchijin']
Employment War Season 2,
Ho Goo's Love,"['Because This Is My First Life', 'Shopping King Louie', 'That Fool', 'Marriage Contract', 'Weightlifting Fairy Kim Bok Joo', 'When the Camellia Blooms']"
City of the Sun,
Begin Now,
Miss Mamma Mia,
Dream Knight,"['Love Cells', '7 First Kisses', 'To Be Continued', 'Click Your Heart']"
"Hyde, Jekyll, Me","['Kill Me, Heal Me', 'Fall in Love', 'Song Huajai Nee Puea Tur', 'Are You Human Too?', 'Fool in Love with You', ""It's Okay, That's Love""]"
Shine or Go Crazy,"['Moon Lovers: Scarlet Heart Ryeo', 'Love in the Moonlight', 'Healer', 'Perfect Couple', ""Night Watchman's Journal"", 'Please Come Back, Mister']"
My Heart Twinkle Twinkle,"['You Are My Sunshine', 'Too Late to Say I Love You', 'Sealed with a Kiss', 'Let Me Introduce Her', 'Love in Sadness', 'Loving, Never Forgetting']"
Heart to Heart,"[""It's Okay, That's Love"", 'Me too, Flower!', 'Introverted Boss', 'Soul Mechanic', 'Oh My Venus', 'EXO Next Door']"
"Persevere, Goo Hae Ra","['Imitation', 'Monstar', ""You're Beautiful"", 'Shut Up: Flower Boy Band', 'Dream High', 'Entertainer']"
Spy,"['Healer', '7th Grade Civil Servant', 'Invincible Parachute Agent', 'Triangle', 'Doctor Stranger']"
"Kill Me, Heal Me","[""It's Okay, That's Love"", 'Hyde, Jekyll, Me', 'Secret', 'Healer', ""It's Okay to Not Be Okay"", ""What's Wrong with Secretary Kim""]"
